10	7
20	1
30	18
40	1
50	44
60	26
70	25
80	30
90	69
100	74
110	5
120	1
130	67
140	53
150	74
160	109
170	26
180	3
190	105
200	25
210	1
220	103
230	121
240	137
250	1
260	65
270	165
280	141
290	41
300	57
310	150
320	52
330	41
340	115
350	167
360	130
370	55
380	151
390	205
400	61
410	112
420	107
430	43
440	1
450	133
460	237
470	112
480	398
490	151
500	299
